datetime,day of week,total,Breads,Beverages,Desserts,Product Sold Category,Income Category
2019-09-22 12:08:00,Sun,17800,2,0,0,Bread-Heavy Sales Day,Low
2019-09-23 12:08:00,Mon,15800,2,1,0,Bread-Heavy Sales Day,Low
2020-03-16 11:11:00,Mon,19300,3,0,0,Bread-Heavy Sales Day,Low
2020-03-19 14:38:00,Thur,17600,3,0,1,Bread-Heavy Sales Day,Low
2020-04-12 12:08:00,Sun,24300,4,1,0,Bread-Heavy Sales Day,Medium
2019-12-12 13:41:00,Thur,17400,3,0,0,Bread-Heavy Sales Day,Low
2019-12-20 16:43:00,Fri,31100,7,0,0,Bread-Heavy Sales Day,Medium
2020-03-02 13:00:00,Mon,15800,3,0,0,Bread-Heavy Sales Day,Low
2019-07-25 12:01:00,Thur,35000,6,0,0,Bread-Heavy Sales Day,Medium
2019-10-27 13:20:00,Sun,15800,3,0,0,Bread-Heavy Sales Day,Low
2019-10-16 11:09:00,Wed,22800,4,1,0,Bread-Heavy Sales Day,Medium
2020-01-31 12:06:00,Fri,14800,3,0,0,Bread-Heavy Sales Day,Low
2020-01-31 11:11:00,Fri,16800,2,1,0,Bread-Heavy Sales Day,Low
2019-08-19 12:34:00,Mon,23600,3,1,1,Bread-Heavy Sales Day,Medium
2019-11-28 13:16:00,Thur,17500,4,1,0,Bread-Heavy Sales Day,Low
2019-10-10 12:02:00,Thur,15100,3,0,0,Bread-Heavy Sales Day,Low
2020-04-18 11:22:00,Sat,18600,4,0,0,Bread-Heavy Sales Day,Low
2019-09-19 12:23:00,Thur,20000,3,0,0,Bread-Heavy Sales Day,Medium
2020-02-03 12:52:00,Mon,45500,11,0,0,Bread-Heavy Sales Day,Medium
2020-03-27 13:00:00,Fri,19500,3,0,1,Bread-Heavy Sales Day,Low
2020-02-02 12:24:00,Sun,15300,2,0,1,Bread-Heavy Sales Day,Low
2019-12-04 11:18:00,Wed,35000,8,0,0,Bread-Heavy Sales Day,Medium
2019-08-24 11:14:00,Sat,17300,3,0,0,Bread-Heavy Sales Day,Low
2019-08-05 11:16:00,Mon,23100,4,0,0,Bread-Heavy Sales Day,Medium
2019-11-04 13:17:00,Mon,17500,2,1,0,Bread-Heavy Sales Day,Low
2019-12-12 14:09:00,Thur,16300,3,0,0,Bread-Heavy Sales Day,Low
2019-12-14 12:51:00,Sat,19300,3,1,0,Bread-Heavy Sales Day,Low
2019-12-28 13:31:00,Sat,21500,4,1,0,Bread-Heavy Sales Day,Medium
2020-03-20 12:34:00,Fri,17000,3,0,0,Bread-Heavy Sales Day,Low
2019-11-24 13:39:00,Sun,18800,3,1,0,Bread-Heavy Sales Day,Low
2020-01-18 11:16:00,Sat,18300,4,0,0,Bread-Heavy Sales Day,Low
2020-03-16 12:58:00,Mon,23100,5,0,0,Bread-Heavy Sales Day,Medium
2019-12-06 11:31:00,Fri,20500,2,1,0,Bread-Heavy Sales Day,Medium
2019-09-28 12:27:00,Sat,21800,3,1,0,Bread-Heavy Sales Day,Medium
2020-03-08 11:38:00,Sun,16800,3,0,1,Bread-Heavy Sales Day,Low
2020-04-18 11:46:00,Sat,33900,8,0,0,Bread-Heavy Sales Day,Medium
2019-11-13 16:23:00,Wed,15800,2,0,0,Bread-Heavy Sales Day,Low
2019-09-23 11:25:00,Mon,16300,3,0,0,Bread-Heavy Sales Day,Low
2019-09-28 12:37:00,Sat,21800,2,1,0,Bread-Heavy Sales Day,Medium
2020-04-05 14:56:00,Sun,14100,2,0,1,Bread-Heavy Sales Day,Low
2020-01-19 11:18:00,Sun,20600,4,0,0,Bread-Heavy Sales Day,Medium
2019-12-18 15:23:00,Wed,51200,8,0,2,Bread-Heavy Sales Day,High
2019-09-09 16:01:00,Mon,18600,4,0,0,Bread-Heavy Sales Day,Low
2020-02-12 12:10:00,Wed,19300,4,0,0,Bread-Heavy Sales Day,Low
2020-02-16 14:06:00,Sun,15600,2,1,0,Bread-Heavy Sales Day,Low
2019-10-03 14:25:00,Thur,22800,4,1,0,Bread-Heavy Sales Day,Medium
2019-10-07 11:12:00,Mon,19800,2,1,0,Bread-Heavy Sales Day,Low
2019-09-22 12:33:00,Sun,15300,4,0,0,Bread-Heavy Sales Day,Low
2019-09-12 13:25:00,Thur,15100,3,0,0,Bread-Heavy Sales Day,Low
2020-04-27 16:00:00,Mon,18600,3,0,1,Bread-Heavy Sales Day,Low
2020-03-26 11:04:00,Thur,16600,4,0,0,Bread-Heavy Sales Day,Low
2019-11-16 16:21:00,Sat,14300,2,1,0,Bread-Heavy Sales Day,Low
2019-09-19 13:24:00,Thur,15300,2,1,0,Bread-Heavy Sales Day,Low
2019-07-19 14:12:00,Fri,58000,16,0,0,Bread-Heavy Sales Day,High
2020-04-17 15:01:00,Fri,19800,4,0,0,Bread-Heavy Sales Day,Low
2020-04-02 16:02:00,Thur,14300,2,1,0,Bread-Heavy Sales Day,Low
2019-11-29 12:03:00,Fri,16300,3,0,0,Bread-Heavy Sales Day,Low
2019-12-08 12:11:00,Sun,15300,2,0,1,Bread-Heavy Sales Day,Low
2019-08-30 11:10:00,Fri,16400,3,0,0,Bread-Heavy Sales Day,Low
2019-07-29 12:02:00,Mon,14800,2,0,0,Bread-Heavy Sales Day,Low
2019-12-27 12:49:00,Fri,15000,2,0,0,Bread-Heavy Sales Day,Low
2019-08-15 11:50:00,Thur,58000,16,0,0,Bread-Heavy Sales Day,High
2019-09-22 11:46:00,Sun,18600,4,0,0,Bread-Heavy Sales Day,Low
2020-04-08 17:17:00,Wed,14300,2,0,0,Bread-Heavy Sales Day,Low
2020-03-13 13:48:00,Fri,15300,2,1,0,Bread-Heavy Sales Day,Low
2019-09-20 16:08:00,Fri,18000,4,0,0,Bread-Heavy Sales Day,Low
2020-01-19 11:21:00,Sun,37000,4,0,0,Bread-Heavy Sales Day,Medium
2019-11-11 11:32:00,Mon,26600,6,0,0,Bread-Heavy Sales Day,Medium
2019-08-11 11:08:00,Sun,22800,5,0,0,Bread-Heavy Sales Day,Medium
2019-08-14 11:16:00,Wed,65600,10,0,1,Bread-Heavy Sales Day,High
2020-04-04 14:06:00,Sat,21800,4,0,0,Bread-Heavy Sales Day,Medium
2020-02-09 14:34:00,Sun,14000,2,0,0,Bread-Heavy Sales Day,Low
2020-02-28 12:57:00,Fri,19600,4,0,0,Bread-Heavy Sales Day,Low
2019-10-13 13:48:00,Sun,21500,2,0,0,Bread-Heavy Sales Day,Medium
2020-05-01 12:10:00,Fri,18300,3,0,0,Bread-Heavy Sales Day,Low
2019-09-08 11:56:00,Sun,16400,3,0,0,Bread-Heavy Sales Day,Low
2019-08-18 12:22:00,Sun,15000,3,0,0,Bread-Heavy Sales Day,Low
2020-04-20 12:32:00,Mon,16500,2,1,0,Bread-Heavy Sales Day,Low
2019-07-26 11:37:00,Fri,15000,4,0,0,Bread-Heavy Sales Day,Low
2020-03-21 15:14:00,Sat,19600,3,0,1,Bread-Heavy Sales Day,Low
2019-10-28 13:31:00,Mon,23300,3,0,0,Bread-Heavy Sales Day,Medium
2020-04-19 15:02:00,Sun,16500,4,0,0,Bread-Heavy Sales Day,Low
2019-08-28 11:30:00,Wed,34100,4,0,0,Bread-Heavy Sales Day,Medium
2020-02-26 11:12:00,Wed,31600,5,2,0,Bread-Heavy Sales Day,Medium
2020-02-05 12:32:00,Wed,16300,2,0,1,Bread-Heavy Sales Day,Low
2020-03-18 11:32:00,Wed,20100,3,1,0,Bread-Heavy Sales Day,Medium
2019-11-02 13:56:00,Sat,14800,2,1,0,Bread-Heavy Sales Day,Low
2019-08-29 14:31:00,Thur,15500,2,1,0,Bread-Heavy Sales Day,Low
2019-09-21 12:08:00,Sat,15800,3,0,0,Bread-Heavy Sales Day,Low
2019-10-14 11:40:00,Mon,14800,3,0,0,Bread-Heavy Sales Day,Low
2019-08-15 11:06:00,Thur,17300,4,0,0,Bread-Heavy Sales Day,Low
2019-08-09 12:31:00,Fri,18600,2,0,1,Bread-Heavy Sales Day,Low
2020-03-29 12:09:00,Sun,16100,2,0,0,Bread-Heavy Sales Day,Low
2019-11-02 12:01:00,Sat,14100,3,0,0,Bread-Heavy Sales Day,Low
2019-10-19 12:49:00,Sat,14800,2,1,0,Bread-Heavy Sales Day,Low
2020-02-02 11:32:00,Sun,22300,6,0,0,Bread-Heavy Sales Day,Medium
2020-03-21 14:28:00,Sat,15800,3,0,0,Bread-Heavy Sales Day,Low
2019-12-08 12:41:00,Sun,22600,4,1,0,Bread-Heavy Sales Day,Medium
2019-08-19 12:10:00,Mon,19300,4,0,0,Bread-Heavy Sales Day,Low
2019-09-20 13:28:00,Fri,14800,3,0,0,Bread-Heavy Sales Day,Low
2020-04-15 15:01:00,Wed,16000,3,0,0,Bread-Heavy Sales Day,Low
2019-08-24 12:28:00,Sat,15800,3,0,0,Bread-Heavy Sales Day,Low
2019-08-05 11:11:00,Mon,16300,4,0,0,Bread-Heavy Sales Day,Low
2020-04-04 12:36:00,Sat,14800,3,0,0,Bread-Heavy Sales Day,Low
2020-02-27 11:23:00,Thur,23800,3,2,0,Bread-Heavy Sales Day,Medium
2020-04-01 13:44:00,Wed,22800,3,1,0,Bread-Heavy Sales Day,Medium
2019-11-23 13:44:00,Sat,18800,2,0,0,Bread-Heavy Sales Day,Low
2020-03-28 11:38:00,Sat,14800,3,0,0,Bread-Heavy Sales Day,Low
2019-12-13 11:45:00,Fri,16400,3,0,0,Bread-Heavy Sales Day,Low
2020-02-06 11:34:00,Thur,18600,4,0,0,Bread-Heavy Sales Day,Low
2019-08-25 11:18:00,Sun,15300,4,0,0,Bread-Heavy Sales Day,Low
2019-08-08 11:22:00,Thur,20300,4,0,0,Bread-Heavy Sales Day,Medium
2019-09-04 15:26:00,Wed,41100,6,2,0,Bread-Heavy Sales Day,Medium
2020-03-02 14:35:00,Mon,19000,2,1,0,Bread-Heavy Sales Day,Low
2019-07-29 11:08:00,Mon,24800,7,0,0,Bread-Heavy Sales Day,Medium
2019-12-05 14:48:00,Thur,36000,8,0,0,Bread-Heavy Sales Day,Medium
2019-08-31 11:15:00,Sat,18600,2,0,1,Bread-Heavy Sales Day,Low
2020-03-15 13:44:00,Sun,14800,3,0,0,Bread-Heavy Sales Day,Low
2019-12-01 12:23:00,Sun,23100,3,2,0,Bread-Heavy Sales Day,Medium
2019-11-10 11:06:00,Sun,14800,3,0,0,Bread-Heavy Sales Day,Low
2019-11-18 11:16:00,Mon,15100,3,0,0,Bread-Heavy Sales Day,Low
2019-11-01 11:46:00,Fri,21800,5,0,0,Bread-Heavy Sales Day,Medium
2020-04-08 14:56:00,Wed,21200,4,0,0,Bread-Heavy Sales Day,Medium
2019-12-25 11:29:00,Wed,24100,5,0,0,Bread-Heavy Sales Day,Medium
2019-10-21 11:27:00,Mon,16300,3,0,0,Bread-Heavy Sales Day,Low
2019-11-21 11:08:00,Thur,26000,5,0,0,Bread-Heavy Sales Day,Medium
2020-03-08 13:26:00,Sun,20300,3,1,0,Bread-Heavy Sales Day,Medium
2019-09-21 14:15:00,Sat,19300,2,1,0,Bread-Heavy Sales Day,Low
2019-10-10 12:08:00,Thur,18300,2,1,0,Bread-Heavy Sales Day,Low
2020-02-23 16:29:00,Sun,30100,3,1,0,Bread-Heavy Sales Day,Medium
2019-12-05 11:08:00,Thur,15300,2,0,0,Bread-Heavy Sales Day,Low
2020-05-01 12:00:00,Fri,30800,4,2,0,Bread-Heavy Sales Day,Medium
2019-10-04 14:26:00,Fri,32900,8,0,0,Bread-Heavy Sales Day,Medium
2020-04-03 12:08:00,Fri,19300,4,0,0,Bread-Heavy Sales Day,Low
2019-08-03 11:02:00,Sat,26000,5,0,0,Bread-Heavy Sales Day,Medium
2019-08-01 11:03:00,Thur,14500,2,0,0,Bread-Heavy Sales Day,Low
2020-03-12 11:31:00,Thur,18000,3,0,0,Bread-Heavy Sales Day,Low
2019-10-26 12:07:00,Sat,14800,3,0,0,Bread-Heavy Sales Day,Low
2019-12-25 17:14:00,Wed,17000,3,1,0,Bread-Heavy Sales Day,Low
2019-11-28 14:15:00,Thur,18300,3,0,0,Bread-Heavy Sales Day,Low
2020-03-08 15:35:00,Sun,18300,4,0,0,Bread-Heavy Sales Day,Low
2020-02-26 12:49:00,Wed,14500,2,1,0,Bread-Heavy Sales Day,Low
2020-03-21 12:07:00,Sat,14300,4,0,0,Bread-Heavy Sales Day,Low
2019-08-03 15:07:00,Sat,17900,4,0,0,Bread-Heavy Sales Day,Low
2019-11-27 14:00:00,Wed,14100,2,0,1,Bread-Heavy Sales Day,Low
2019-08-07 13:33:00,Wed,19500,3,0,0,Bread-Heavy Sales Day,Low
2019-11-10 11:27:00,Sun,15400,2,0,1,Bread-Heavy Sales Day,Low
2019-08-11 13:21:00,Sun,23100,4,0,1,Bread-Heavy Sales Day,Medium
2020-01-13 16:55:00,Mon,14500,2,0,0,Bread-Heavy Sales Day,Low
2019-12-05 12:39:00,Thur,21800,5,0,0,Bread-Heavy Sales Day,Medium
2020-04-23 13:17:00,Thur,20100,3,0,0,Bread-Heavy Sales Day,Medium
2019-11-21 16:37:00,Thur,16000,4,0,0,Bread-Heavy Sales Day,Low
2019-08-18 11:01:00,Sun,17300,3,0,0,Bread-Heavy Sales Day,Low
2019-11-03 11:16:00,Sun,19800,4,0,0,Bread-Heavy Sales Day,Low
2020-03-28 12:17:00,Sat,15500,3,0,0,Bread-Heavy Sales Day,Low
2020-04-05 11:18:00,Sun,19000,4,0,0,Bread-Heavy Sales Day,Low
2019-08-12 13:27:00,Mon,18300,2,0,0,Bread-Heavy Sales Day,Low
2020-02-26 14:29:00,Wed,23300,3,1,0,Bread-Heavy Sales Day,Medium
2019-11-30 17:04:00,Sat,27600,5,0,0,Bread-Heavy Sales Day,Medium
2019-09-21 11:19:00,Sat,23600,3,0,1,Bread-Heavy Sales Day,Medium
2019-10-28 14:20:00,Mon,34600,6,0,0,Bread-Heavy Sales Day,Medium
2019-11-09 15:40:00,Sat,14800,3,0,0,Bread-Heavy Sales Day,Low
2019-12-15 14:46:00,Sun,21800,3,1,0,Bread-Heavy Sales Day,Medium
2019-10-31 11:05:00,Thur,55800,8,0,1,Bread-Heavy Sales Day,High
2019-09-29 15:22:00,Sun,27800,4,0,0,Bread-Heavy Sales Day,Medium
2020-01-10 11:07:00,Fri,16300,2,0,0,Bread-Heavy Sales Day,Low
2019-12-08 12:22:00,Sun,15300,2,1,0,Bread-Heavy Sales Day,Low
2020-04-20 12:53:00,Mon,16000,3,0,0,Bread-Heavy Sales Day,Low
2020-02-20 12:51:00,Thur,15600,2,1,0,Bread-Heavy Sales Day,Low
2019-08-15 12:00:00,Thur,18900,2,0,1,Bread-Heavy Sales Day,Low
2019-08-05 12:42:00,Mon,19600,3,0,0,Bread-Heavy Sales Day,Low
2019-08-21 14:11:00,Wed,25000,4,0,0,Bread-Heavy Sales Day,Medium
2020-02-09 12:23:00,Sun,17300,4,0,0,Bread-Heavy Sales Day,Low
2019-12-07 12:28:00,Sat,16100,3,0,0,Bread-Heavy Sales Day,Low
2020-03-23 12:44:00,Mon,15000,1,0,0,Bread-Heavy Sales Day,Low
2019-09-25 15:18:00,Wed,26300,2,0,1,Bread-Heavy Sales Day,Medium
2019-10-26 12:47:00,Sat,17300,4,0,0,Bread-Heavy Sales Day,Low
2019-08-01 13:37:00,Thur,15100,3,0,0,Bread-Heavy Sales Day,Low
2019-12-29 11:16:00,Sun,14000,2,0,0,Bread-Heavy Sales Day,Low
2019-09-14 12:17:00,Sat,26300,5,0,0,Bread-Heavy Sales Day,Medium
2019-12-28 11:10:00,Sat,16100,3,0,0,Bread-Heavy Sales Day,Low
2020-02-28 12:04:00,Fri,20300,4,0,0,Bread-Heavy Sales Day,Medium
2020-01-04 14:52:00,Sat,17400,3,0,0,Bread-Heavy Sales Day,Low
2019-08-03 12:44:00,Sat,19300,3,0,0,Bread-Heavy Sales Day,Low
2019-08-19 14:16:00,Mon,23800,4,0,0,Bread-Heavy Sales Day,Medium
2020-01-08 12:42:00,Wed,22600,4,0,0,Bread-Heavy Sales Day,Medium
2020-01-19 11:49:00,Sun,14500,3,0,0,Bread-Heavy Sales Day,Low
2019-09-07 16:12:00,Sat,27500,4,0,2,Bread-Heavy Sales Day,Medium
2020-04-29 13:58:00,Wed,15100,3,0,0,Bread-Heavy Sales Day,Low
2019-09-01 15:04:00,Sun,16100,3,0,0,Bread-Heavy Sales Day,Low
2019-11-22 12:25:00,Fri,16300,3,0,0,Bread-Heavy Sales Day,Low
2019-07-20 12:55:00,Sat,15800,3,0,0,Bread-Heavy Sales Day,Low
2019-09-05 15:50:00,Thur,14100,3,0,0,Bread-Heavy Sales Day,Low
2019-09-05 11:15:00,Thur,27700,5,0,0,Bread-Heavy Sales Day,Medium
2019-09-09 14:44:00,Mon,15100,2,0,0,Bread-Heavy Sales Day,Low
2020-04-11 11:40:00,Sat,29800,5,0,0,Bread-Heavy Sales Day,Medium
2019-09-01 12:25:00,Sun,22900,3,0,1,Bread-Heavy Sales Day,Medium
2020-02-22 14:14:00,Sat,15400,2,0,1,Bread-Heavy Sales Day,Low
2019-12-26 14:06:00,Thur,15600,2,1,0,Bread-Heavy Sales Day,Low
2019-10-10 14:32:00,Thur,16400,3,0,0,Bread-Heavy Sales Day,Low
2019-11-27 12:02:00,Wed,33400,7,0,0,Bread-Heavy Sales Day,Medium
2019-09-14 11:41:00,Sat,15100,3,0,0,Bread-Heavy Sales Day,Low
2020-02-21 11:14:00,Fri,15300,2,1,0,Bread-Heavy Sales Day,Low
2020-02-07 15:14:00,Fri,19300,4,0,0,Bread-Heavy Sales Day,Low
2019-11-06 16:53:00,Wed,16000,4,0,0,Bread-Heavy Sales Day,Low
2019-07-17 16:32:00,Wed,18100,2,1,0,Bread-Heavy Sales Day,Low
2019-09-15 12:06:00,Sun,15800,3,0,0,Bread-Heavy Sales Day,Low
2019-11-08 11:36:00,Fri,16400,3,0,0,Bread-Heavy Sales Day,Low
2020-02-23 11:07:00,Sun,41300,10,0,0,Bread-Heavy Sales Day,Medium
2020-01-31 11:17:00,Fri,15300,4,0,0,Bread-Heavy Sales Day,Low
2020-02-14 14:18:00,Fri,67000,10,0,0,Bread-Heavy Sales Day,High
2019-07-15 16:21:00,Mon,15800,2,1,0,Bread-Heavy Sales Day,Low
2019-07-29 12:54:00,Mon,15800,2,0,0,Bread-Heavy Sales Day,Low
2020-02-16 13:09:00,Sun,15000,2,1,0,Bread-Heavy Sales Day,Low
2020-03-07 14:56:00,Sat,16800,3,0,0,Bread-Heavy Sales Day,Low
2020-02-02 12:42:00,Sun,17300,3,0,0,Bread-Heavy Sales Day,Low
2020-01-11 15:10:00,Sat,15800,2,1,0,Bread-Heavy Sales Day,Low
2019-09-04 12:58:00,Wed,17000,3,0,0,Bread-Heavy Sales Day,Low
2020-01-27 12:17:00,Mon,27600,4,0,0,Bread-Heavy Sales Day,Medium
2019-12-04 11:13:00,Wed,16600,2,0,0,Bread-Heavy Sales Day,Low
2020-02-05 12:07:00,Wed,21600,2,0,1,Bread-Heavy Sales Day,Medium
2019-11-20 12:59:00,Wed,20300,3,1,0,Bread-Heavy Sales Day,Medium
2019-10-18 12:08:00,Fri,17000,2,1,0,Bread-Heavy Sales Day,Low
2019-08-29 14:01:00,Thur,30800,6,0,0,Bread-Heavy Sales Day,Medium
2020-04-04 11:54:00,Sat,18300,4,1,0,Bread-Heavy Sales Day,Low
2019-12-09 13:22:00,Mon,15300,2,0,0,Bread-Heavy Sales Day,Low
2020-03-01 12:13:00,Sun,14800,3,0,0,Bread-Heavy Sales Day,Low
2020-03-13 14:37:00,Fri,22800,5,0,0,Bread-Heavy Sales Day,Medium
2020-02-08 12:54:00,Sat,14800,2,0,0,Bread-Heavy Sales Day,Low
2019-11-10 14:21:00,Sun,18600,3,0,0,Bread-Heavy Sales Day,Low
2019-12-06 11:08:00,Fri,22100,5,0,0,Bread-Heavy Sales Day,Medium
2020-04-23 15:14:00,Thur,19000,3,0,0,Bread-Heavy Sales Day,Low
2020-05-01 15:19:00,Fri,14500,3,0,0,Bread-Heavy Sales Day,Low
2020-02-28 15:50:00,Fri,17800,2,0,1,Bread-Heavy Sales Day,Low
2020-02-28 11:09:00,Fri,25100,5,0,0,Bread-Heavy Sales Day,Medium
2020-03-14 12:57:00,Sat,17500,2,0,0,Bread-Heavy Sales Day,Low
2020-02-29 12:52:00,Sat,21300,4,0,0,Bread-Heavy Sales Day,Medium
2019-07-14 11:59:00,Sun,19800,3,1,0,Bread-Heavy Sales Day,Low
2019-11-29 11:05:00,Fri,15800,2,0,0,Bread-Heavy Sales Day,Low
2019-10-18 11:43:00,Fri,51900,10,0,0,Bread-Heavy Sales Day,High
2020-04-24 16:27:00,Fri,15300,2,0,0,Bread-Heavy Sales Day,Low
2019-09-21 11:08:00,Sat,39300,6,0,0,Bread-Heavy Sales Day,Medium
2020-02-09 16:07:00,Sun,16300,2,0,1,Bread-Heavy Sales Day,Low
2020-01-09 11:39:00,Thur,28300,7,0,0,Bread-Heavy Sales Day,Medium
2019-07-14 14:51:00,Sun,25600,4,1,0,Bread-Heavy Sales Day,Medium
2020-04-11 11:20:00,Sat,17300,3,0,0,Bread-Heavy Sales Day,Low
2019-10-25 11:15:00,Fri,18300,4,0,0,Bread-Heavy Sales Day,Low
2019-08-19 11:59:00,Mon,16800,3,0,1,Bread-Heavy Sales Day,Low
2020-04-23 11:07:00,Thur,20900,4,0,0,Bread-Heavy Sales Day,Medium
2019-09-04 13:42:00,Wed,27700,3,0,1,Bread-Heavy Sales Day,Medium
2020-04-15 15:17:00,Wed,29200,3,1,1,Bread-Heavy Sales Day,Medium
2020-01-09 12:09:00,Thur,17000,4,0,0,Bread-Heavy Sales Day,Low
2020-02-01 14:10:00,Sat,15300,3,0,0,Bread-Heavy Sales Day,Low
2019-08-29 15:08:00,Thur,15000,3,1,0,Bread-Heavy Sales Day,Low
2020-01-24 11:40:00,Fri,14800,2,0,0,Bread-Heavy Sales Day,Low
2019-09-07 11:42:00,Sat,18800,3,0,0,Bread-Heavy Sales Day,Low
2019-08-02 11:06:00,Fri,18000,7,0,0,Bread-Heavy Sales Day,Low
2019-11-09 16:23:00,Sat,14800,3,0,0,Bread-Heavy Sales Day,Low
2019-12-16 13:37:00,Mon,14500,2,1,0,Bread-Heavy Sales Day,Low
2020-02-15 12:31:00,Sat,16500,2,1,0,Bread-Heavy Sales Day,Low
2019-12-01 11:29:00,Sun,14800,3,0,0,Bread-Heavy Sales Day,Low
2020-02-17 15:25:00,Mon,36600,4,0,1,Bread-Heavy Sales Day,Medium
2019-11-09 11:36:00,Sat,18300,4,0,0,Bread-Heavy Sales Day,Low
2020-04-30 13:43:00,Thur,16800,4,0,0,Bread-Heavy Sales Day,Low
2019-12-26 13:47:00,Thur,14500,3,0,0,Bread-Heavy Sales Day,Low
2020-03-18 12:53:00,Wed,20600,4,0,0,Bread-Heavy Sales Day,Medium
2019-07-24 11:29:00,Wed,16400,3,0,0,Bread-Heavy Sales Day,Low
2020-01-18 14:52:00,Sat,14300,2,1,0,Bread-Heavy Sales Day,Low
2019-07-28 11:14:00,Mon,15800,3,0,0,Bread-Heavy Sales Day,Low
2020-02-14 12:58:00,Fri,23300,3,0,2,Bread-Heavy Sales Day,Medium
2020-03-05 15:29:00,Thur,15300,2,0,0,Bread-Heavy Sales Day,Low
2019-07-24 15:40:00,Wed,16100,3,0,0,Bread-Heavy Sales Day,Low
2020-03-23 11:06:00,Mon,14500,3,0,0,Bread-Heavy Sales Day,Low
2020-03-18 12:18:00,Wed,14500,3,0,0,Bread-Heavy Sales Day,Low
2020-04-26 15:14:00,Sun,27300,4,2,0,Bread-Heavy Sales Day,Medium
2019-07-29 11:12:00,Mon,24100,5,0,0,Bread-Heavy Sales Day,Medium
2019-10-03 14:20:00,Thur,19600,3,0,0,Bread-Heavy Sales Day,Low
2020-02-20 15:41:00,Thur,25400,3,2,0,Bread-Heavy Sales Day,Medium
2020-01-05 12:15:00,Sun,16400,3,0,0,Bread-Heavy Sales Day,Low
2019-07-14 14:06:00,Sun,23600,4,0,0,Bread-Heavy Sales Day,Medium
2019-08-15 11:15:00,Thur,16100,3,0,0,Bread-Heavy Sales Day,Low
2020-03-16 13:19:00,Mon,15300,2,1,0,Bread-Heavy Sales Day,Low
2019-12-08 13:22:00,Sun,15800,3,0,0,Bread-Heavy Sales Day,Low
2020-01-12 11:03:00,Sun,21800,2,0,0,Bread-Heavy Sales Day,Medium
2020-01-29 11:09:00,Wed,15300,2,1,0,Bread-Heavy Sales Day,Low
2020-01-08 11:26:00,Wed,26000,5,0,0,Bread-Heavy Sales Day,Medium
2020-01-23 11:45:00,Thur,18800,3,1,0,Bread-Heavy Sales Day,Low
2019-09-09 12:04:00,Mon,22600,3,0,0,Bread-Heavy Sales Day,Medium
2020-02-08 13:01:00,Sat,24300,3,0,1,Bread-Heavy Sales Day,Medium
2020-03-18 14:30:00,Wed,15400,2,0,1,Bread-Heavy Sales Day,Low
2020-01-02 15:40:00,Thur,46900,9,0,0,Bread-Heavy Sales Day,Medium
2019-12-04 13:51:00,Wed,15300,2,1,0,Bread-Heavy Sales Day,Low
2019-08-17 12:29:00,Sat,14800,3,0,0,Bread-Heavy Sales Day,Low
2019-12-09 13:54:00,Mon,15800,2,1,0,Bread-Heavy Sales Day,Low
2019-09-29 11:17:00,Sun,14800,2,0,0,Bread-Heavy Sales Day,Low
2020-04-10 11:43:00,Fri,19300,3,0,0,Bread-Heavy Sales Day,Low
2019-10-27 12:51:00,Sun,18800,3,0,0,Bread-Heavy Sales Day,Low
2020-04-09 11:59:00,Thur,20300,4,0,1,Bread-Heavy Sales Day,Medium
2019-08-22 14:17:00,Thur,20600,3,1,0,Bread-Heavy Sales Day,Medium
2019-08-16 12:07:00,Fri,14100,3,0,0,Bread-Heavy Sales Day,Low
2019-12-11 15:07:00,Wed,14300,2,1,0,Bread-Heavy Sales Day,Low
2020-03-07 12:02:00,Sat,17300,4,0,0,Bread-Heavy Sales Day,Low
2020-03-07 14:54:00,Sat,15600,3,0,0,Bread-Heavy Sales Day,Low
2019-10-10 12:49:00,Thur,18600,4,0,0,Bread-Heavy Sales Day,Low
2020-02-15 12:55:00,Sat,20500,4,1,0,Bread-Heavy Sales Day,Medium
2019-10-16 15:01:00,Wed,15600,2,1,0,Bread-Heavy Sales Day,Low
2020-03-22 13:21:00,Sun,20900,4,0,0,Bread-Heavy Sales Day,Medium
2019-11-17 11:07:00,Sun,23800,4,1,0,Bread-Heavy Sales Day,Medium
2020-01-10 13:42:00,Fri,20100,2,0,0,Bread-Heavy Sales Day,Medium
2020-04-08 17:09:00,Wed,16400,2,0,1,Bread-Heavy Sales Day,Low
2020-03-08 12:13:00,Sun,15000,2,0,1,Bread-Heavy Sales Day,Low
2020-02-15 13:04:00,Sat,19300,2,0,0,Bread-Heavy Sales Day,Low
2020-02-05 11:48:00,Wed,34100,7,0,0,Bread-Heavy Sales Day,Medium
2019-09-02 12:12:00,Mon,31400,7,0,0,Bread-Heavy Sales Day,Medium
2020-03-13 11:46:00,Fri,23800,4,0,0,Bread-Heavy Sales Day,Medium
2019-10-11 14:09:00,Fri,20800,4,0,0,Bread-Heavy Sales Day,Medium
2019-08-07 14:06:00,Wed,14100,3,0,0,Bread-Heavy Sales Day,Low
2019-08-10 13:22:00,Sat,21200,4,0,0,Bread-Heavy Sales Day,Medium
2020-04-27 11:41:00,Mon,19800,2,1,0,Bread-Heavy Sales Day,Low
2019-09-28 11:11:00,Sat,28700,5,1,0,Bread-Heavy Sales Day,Medium
2020-03-20 12:17:00,Fri,28800,5,1,0,Bread-Heavy Sales Day,Medium
2019-10-16 12:15:00,Wed,22000,1,0,0,Bread-Heavy Sales Day,Medium
